address,age,amenities,area,bath,bed,features,gross_taxes_2017,latlng,link,listing_id,price,primary_broker,property_type,school_info,sqft,strata_maintenance_fees,strata_type,sub_area
309-630 E Broadway,0.0,"Bike Room, In Suite Laundry, Storage",Vancouver East,1,1,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Smoke Alarm",0.0,,https://www.rew.ca/properties/R2228969/309-630-e-broadway-vancouver-bc,R2228969,580000,Sutton Group West Coast Realty,Apt/Condo,"[{'distance': '0.4 km', 'address': '2740 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Florence Nightingale School', 'latitude': 49.2602073, 'longitude': -123.0939942, 'category': 'Public'}, {'distance': '1.5 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.7 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.0 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}]",634,0.0,Freehold Strata,Mount Pleasant East
1-531 E 16th Avenue,1.0,,Vancouver East,2,2,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",0.0,"(49.2564423, -123.0906649)",https://www.rew.ca/properties/R2229461/1-531-e-16th-avenue-vancouver-bc,R2229461,968000,Sutton Group West Coast Realty,Townhouse,,967,0.0,Freehold Strata,Mount Pleasant East
10-531 E 16th Avenue,1.0,,Vancouver East,3,2,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",,"(49.2564423, -123.0906649)",https://www.rew.ca/properties/R2229462/10-531-e-16th-avenue-vancouver-bc,R2229462,1198000,Sutton Group West Coast Realty,Townhouse,,1087,0.0,Freehold Strata,Mount Pleasant East
218 E 12th Avenue,10.0,"Bike Room, In Suite Laundry, Storage",Vancouver East,2,2,"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Disposal - Waste, Drapes/Window Coverings, Microwave",1954.0,"(49.2595255, -123.0652986)",https://www.rew.ca/properties/R2229708/218-e-12th-avenue-vancouver-bc,R2229708,948000,RE/MAX Crest Realty,Townhouse,"[{'distance': '0.5 km', 'address': '2740 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Florence Nightingale School', 'latitude': 49.2602073, 'longitude': -123.0939942, 'category': 'Public'}, {'distance': '1.3 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.2 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '0.2 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.0 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.0 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '2.1 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '788 Beatty St, Vancouver', 'grades': 'K - 9', 'name': 'The Westside School', 'latitude': 49.2775706, 'longitude': -123.1134435, 'category': 'Independent'}]",1033,328.0,Freehold Strata,Mount Pleasant East
405-2525 Quebec Street,24.0,"Elevator, In Suite Laundry",Vancouver East,1,1,ClthWsh/Dryr/Frdg/Stve/DW,1360.0,,https://www.rew.ca/properties/R2230636/405-2525-quebec-street-vancouver-bc,R2230636,699000,RE/MAX Select Properties,Apt/Condo,"[{'distance': '0.7 km', 'address': '100 15th Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Simon Fraser Elementary School', 'latitude': 49.2571727, 'longitude': -123.1083818, 'category': 'Public'}, {'distance': '3.0 km', 'address': '5025 Willow St, Vancouver', 'grades': '8 - 12', 'name': 'Eric Hamber Secondary School', 'latitude': 49.239677, 'longitude': -123.1246002, 'category': 'Public'}, {'distance': '0.1 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '0.3 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '0.7 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.2 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '788 Beatty St, Vancouver', 'grades': 'K - 9', 'name': 'The Westside School', 'latitude': 49.2775706, 'longitude': -123.1134435, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '210-750 Hamilton St, Vancouver', 'grades': '10 - 12', 'name': 'Lowell High School', 'latitude': 49.2790958, 'longitude': -123.1151671, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '998 West 26th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Talmud Torah Elementary School', 'latitude': 49.2478568, 'longitude': -123.1268159, 'category': 'Independent'}]",702,295.0,Freehold Strata,Mount Pleasant East
E204-515 E 15th Avenue,23.0,"Elevator, In Suite Laundry",Vancouver East,2,2,"ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert, Garage Door Opener, Intercom, Microwave",1183.0,,https://www.rew.ca/properties/R2230509/e204-515-e-15th-avenue-vancouver-bc,R2230509,628800,Keller Williams Elite Realty,Apt/Condo,"[{'distance': '0.3 km', 'address': '2740 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Florence Nightingale School', 'latitude': 49.2602073, 'longitude': -123.0939942, 'category': 'Public'}, {'distance': '0.9 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.8 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '0.8 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.2 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}]",724,297.0,Freehold Strata,Mount Pleasant East
809-2770 Sophia Street,10.0,"Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry, Storage",Vancouver East,1,1,ClthWsh/Dryr/Frdg/Stve/DW,1599.0,,https://www.rew.ca/properties/R2230735/809-2770-sophia-street-vancouver-bc,R2230735,895000,Engel & Volkers Vancouver,Apt/Condo,"[{'distance': '0.3 km', 'address': '2740 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Florence Nightingale School', 'latitude': 49.2602073, 'longitude': -123.0939942, 'category': 'Public'}, {'distance': '1.3 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.4 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.1 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '2.0 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}]",809,321.0,Freehold Strata,Mount Pleasant East
7-531 E 16th Avenue,1.0,"Bike Room, In Suite Laundry",Vancouver East,1,1,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave",0.0,,https://www.rew.ca/properties/R2229456/7-531-e-16th-avenue-vancouver-bc,R2229456,638000,Sutton Group West Coast Realty,Townhouse,"[{'distance': '0.4 km', 'address': '2740 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Florence Nightingale School', 'latitude': 49.2602073, 'longitude': -123.0939942, 'category': 'Public'}, {'distance': '0.8 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.8 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.3 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.5 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}]",722,187.0,Freehold Strata,Mount Pleasant East
521-384 E 1st Avenue,2.0,"Bike Room, Elevator, Exercise Centre, In Suite Laundry, Storage, Wheelchair Access",Vancouver East,1,1,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Microwave, Smoke Alarm, Sprinkler - Fire",935.0,,https://www.rew.ca/properties/R2230543/521-384-e-1st-avenue-vancouver-bc,R2230543,649900,RE/MAX Crest Realty Westside,Apt/Condo,"[{'distance': '0.4 km', 'address': '2300 Guelph St, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Mount Pleasant School', 'latitude': 49.2640399, 'longitude': -123.0940422, 'category': 'Public'}, {'distance': '3.3 km', 'address': '2600 Broadway E, Vancouver', 'grades': '8 - 12', 'name': 'Vancouver Technical Secondary School', 'latitude': 49.2614045, 'longitude': -123.0516839, 'category': 'Public'}, {'distance': '0.1 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.0 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '1.3 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '788 Beatty St, Vancouver', 'grades': 'K - 9', 'name': 'The Westside School', 'latitude': 49.2775706, 'longitude': -123.1134435, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '210-750 Hamilton St, Vancouver', 'grades': '10 - 12', 'name': 'Lowell High School', 'latitude': 49.2790958, 'longitude': -123.1151671, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '3020 Heather St, Vancouver', 'grades': 'K - 7', 'name': 'Blessed Sacrament School', 'latitude': 49.2583379, 'longitude': -123.1193909, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}]",615,257.0,Freehold Strata,Mount Pleasant East
401-1255 Main Street,22.0,"Bike Room, Elevator, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Storage",Vancouver East,2,2,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",1847.0,,https://www.rew.ca/properties/R2230825/401-1255-main-street-vancouver-bc,R2230825,1268000,Macdonald Realty,Apt/Condo,"[{'distance': '0.5 km', 'address': '55 Expo Blvd, Vancouver', 'grades': 'K - 7', 'name': 'Crosstown Elementary School', 'latitude': 49.2776758, 'longitude': -123.1038363, 'category': 'Public'}, {'distance': '0.8 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '1.1 km', 'address': '788 Beatty St, Vancouver', 'grades': 'K - 9', 'name': 'The Westside School', 'latitude': 49.2775706, 'longitude': -123.1134435, 'category': 'Independent'}, {'distance': '1.2 km', 'address': '210-750 Hamilton St, Vancouver', 'grades': '10 - 12', 'name': 'Lowell High School', 'latitude': 49.2790958, 'longitude': -123.1151671, 'category': 'Independent'}, {'distance': '1.3 km', 'address': '300-328 Water St, Vancouver', 'grades': '8 - 12', 'name': 'Sino Bright School BC', 'latitude': 49.2843337, 'longitude': -123.108896, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '395 Broadway W, Vancouver', 'grades': '10 - 12', 'name': ""St John's International School"", 'latitude': 49.2633508, 'longitude': -123.1125357, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '4th Floor-570 Dunsmuir St, Vancouver', 'grades': '10 - 12', 'name': 'Columbia Academy', 'latitude': 49.2827046, 'longitude': -123.1153569, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '688 Hastings St W Suite 200, Vancouver', 'grades': '8 - 12', 'name': 'Alexander Academy', 'latitude': 49.2847894, 'longitude': -123.1136766, 'category': 'Independent'}]",1291,510.0,Freehold Strata,Mount Pleasant East
