sqft,gross_taxes_2017,area,sub_area,primary_broker,listing_id,property_type,age,school_info,price,address,type,link,features,strata_maintenance_fees,bath,strata_type,bed,amenities
1383,,Vancouver East,Fraser East,RE/MAX City Realty,R2220851,Townhouse,Built in 2017 (1 yrs old),"[{'distance': '0.2 km', 'address': '1010 East 17th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Charles Dickens Elementary School', 'latitude': 49.255005, 'longitude': -123.08331, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3877 Glen Dr, Vancouver', 'grades': 'K - 3', 'name': 'Charles Dickens Annex', 'latitude': 49.25021, 'longitude': -123.0828519, 'category': 'Public'}, {'distance': '0.9 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.7 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.1 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}]",1279000,3608 E Windsor Street,Townhouse,https://www.rew.ca/properties/R2220851/3608-e-windsor-street-vancouver-bc,,124,3,Freehold Strata,2,
2476,5280,Vancouver East,Collingwood,RE/MAX Westcoast,R2206887,House,Built in 1980 (38 yrs old),"[{'distance': '0.5 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.3 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '0.9 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",2580000,3240 Clive Avenue,House,https://www.rew.ca/properties/R2206887/3240-clive-avenue-vancouver-bc,ClthWsh/Dryr/Frdg/Stve/DW,,0,Freehold NonStrata,0,
2412,5293,Vancouver East,Collingwood,RE/MAX Westcoast,R2206895,House,Built in 1980 (38 yrs old),"[{'distance': '0.4 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.3 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.0 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",2580000,3242 Clive Avenue,House,https://www.rew.ca/properties/R2206895/3242-clive-avenue-vancouver-bc,ClthWsh/Dryr/Frdg/Stve/DW,,0,Freehold NonStrata,0,
1400,7074,Vancouver East,Collingwood,Royal Pacific Rlty. (Kingsway),R2182246,House,Built in 9999 (-7981 yrs old),"[{'distance': '0.5 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '1.0 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.2 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.3 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.0 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",2800000,3304 Clive Avenue,House,https://www.rew.ca/properties/R2182246/3304-clive-avenue-vancouver-bc,,,2,Freehold NonStrata,2,
1400,,Vancouver East,Collingwood,Royal Pacific Rlty. (Kingsway),R2166807,House,Built in 9999 (-7981 yrs old),"[{'distance': '0.4 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.3 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.3 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '2.1 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}]",2049000,5021 Chambers Street,House,https://www.rew.ca/properties/R2166807/5021-chambers-street-vancouver-bc,,,1,Freehold NonStrata,2,
1986,,Vancouver East,Collingwood,Royal Pacific Rlty. (Kingsway),R2166801,House,Built in 9999 (-7981 yrs old),"[{'distance': '0.4 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.3 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '2.1 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}]",2939000,5005 Chambers Street,House,https://www.rew.ca/properties/R2166801/5005-chambers-street-vancouver-bc,,,2,Freehold NonStrata,3,
2184,,Vancouver East,Collingwood,Royal Pacific Rlty. (Kingsway),R2155404,House,Built in 9999 (-7981 yrs old),"[{'distance': '0.4 km', 'address': '3633 Tanner St, Vancouver', 'grades': 'K - 7', 'name': 'Graham Bruce Community Elementary School', 'latitude': 49.2423134, 'longitude': -123.0254092, 'category': 'Public'}, {'distance': '1.2 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.4 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.6 km', 'address': '7051 Killarney St, Vancouver', 'grades': 'Pre-K, K - 6', 'name': 'École Anne Hebert Elementary', 'latitude': 49.2189188, 'longitude': -123.0461977, 'category': 'Public'}]",2448000,3550 Wellington Avenue,House,https://www.rew.ca/properties/R2155404/3550-wellington-avenue-vancouver-bc,,,2,Freehold NonStrata,5,
3477,3992,Vancouver East,Victoria East,Sutton Group West Coast Realty,R2225369,House,Built in 1910 (108 yrs old),"[{'distance': '0.4 km', 'address': '1750 22nd Ave E, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Lord Selkirk School', 'latitude': 49.2496796, 'longitude': -123.0687764, 'category': 'Public'}, {'distance': '0.8 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.9 km', 'address': '4444 Dumfries St, Vancouver', 'grades': 'K - 4', 'name': 'Lord Selkirk Annex', 'latitude': 49.245236, 'longitude': -123.0729282, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.4 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '0.5 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}, {'distance': '1.8 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",1698000,3561 Welwyn Street,House,https://www.rew.ca/properties/R2225369/3561-welwyn-street-vancouver-bc,,,4,Freehold NonStrata,4,"Shared Laundry, Storage"
896,0,Vancouver East,Victoria East,Oakwyn Realty Downtown Ltd.,R2201047,Apt/Condo,Built in 2018 (0 yrs old),"[{'distance': '0.7 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.5 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",830000,NE1502-2220 Kingsway,Apt/Condo,https://www.rew.ca/properties/R2201047/ne1502-2220-kingsway-vancouver-bc,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",341,2,Freehold Strata,2,"Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center"
2074,3953,Vancouver East,Victoria East,Sutton Group West Coast Realty,R2225124,House,Built in 1910 (108 yrs old),"[{'distance': '0.4 km', 'address': '1750 22nd Ave E, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Lord Selkirk School', 'latitude': 49.2496796, 'longitude': -123.0687764, 'category': 'Public'}, {'distance': '0.8 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.9 km', 'address': '4444 Dumfries St, Vancouver', 'grades': 'K - 4', 'name': 'Lord Selkirk Annex', 'latitude': 49.245236, 'longitude': -123.0729282, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.4 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '0.5 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}, {'distance': '1.8 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",1650000,3551 Welwyn Street,House,https://www.rew.ca/properties/R2225124/3551-welwyn-street-vancouver-bc,,,3,Freehold NonStrata,7,
992,0,Vancouver East,Victoria East,Oakwyn Realty Ltd.,R2226648,Apt/Condo,Built in 2018 (0 yrs old),"[{'distance': '0.7 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.5 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",1080000,1108-2220 Kingsway Street,Apt/Condo,https://www.rew.ca/properties/R2226648/1108-2220-kingsway-street-vancouver-bc,,0,2,Freehold Strata,3,"Air Cond./Central, Exercise Centre, In Suite Laundry, Playground, Pool; Outdoor, Swirlpool/Hot Tub"
